"May 2, 2019 @ 21:28", 1003.33,
"May 3, 2019 @ 08:32", 1003.31,
"May 4, 2019 @ 10:25", 1001.58,
"May 4, 2019 @ 15:29", 1001.55,
"May 6, 2019 @ 10:01", 1007.32,
"May 6, 2019 @ 16:42", 1007.32,
"May 7, 2019 @ 13:45", 1007.58,
"May 7, 2019 @ 20:51", 1007.58,
"May 8, 2019 @ 08:52", 1005.47,
"May 8, 2019 @ 09:50", 1002.75,
"May 8, 2019 @ 18:44", 1002.75,
"May 9, 2019 @ 07:15", 997.82,
"May 9, 2019 @ 20:53", 1003.27,
"May 9, 2019 @ 22:48", 1004.07,
"May 10, 2019 @ 07:47", 1004.07,
"May 10, 2019 @ 13:35", 1008.95,
"May 10, 2019 @ 18:33", 1008.95,
"May 10, 2019 @ 18:48", 1006.71,
"May 10, 2019 @ 22:04", 1006.87,
"May 11, 2019 @ 07:59", 1008.09,
"May 11, 2019 @ 08:39", 1004.09,
"May 11, 2019 @ 09:10", 1003.18,
"May 11, 2019 @ 22:34", 1000.18,
"May 12, 2019 @ 13:55", 1000.14,
"May 12, 2019 @ 14:20", 1000.14,
"May 13, 2019 @ 10:16", 1005.14,
"May 14, 2019 @ 09:26", 1009.15,
"May 14, 2019 @ 23:27", 1005.68,
"May 15, 2019 @ 12:34", 1004.51,
"May 15, 2019 @ 14:28", 1004.44,
"May 15, 2019 @ 21:33", 1003.42,
"May 16, 2019 @ 11:38", 1005.16,
"May 17, 2019 @ 07:29", 1005.16,
"May 17, 2019 @ 20:15", 1001.71,
"May 18, 2019 @ 21:03", 1001.46,
"May 19, 2019 @ 08:46", 1000.09,
"May 19, 2019 @ 12:51", 1000.09,
"May 19, 2019 @ 14:23", 1001.02,
"May 21, 2019 @ 12:25", 999.38,
"May 22, 2019 @ 09:35", 1003.68,
"May 22, 2019 @ 09:44", 1003.68,
"May 22, 2019 @ 09:54", 1003.68,
"May 22, 2019 @ 09:59", 1003.68,
"May 22, 2019 @ 19:56", 1003.88,
"May 22, 2019 @ 22:05", 1003.88,
"May 23, 2019 @ 13:13", 1010.74,
"May 23, 2019 @ 21:13", 1010.74,
"May 25, 2019 @ 07:32", 1009.55,
"May 25, 2019 @ 12:46", 1009.37,
"May 25, 2019 @ 17:24", 1009.37,
"May 25, 2019 @ 19:43", 1006.88,
"May 26, 2019 @ 10:28", 1009.42,
"May 26, 2019 @ 20:19", 1009.42,
"May 27, 2019 @ 21:47", 1001.03,
"May 28, 2019 @ 07:30", 1001.03,
"May 28, 2019 @ 09:37", 1001.80,
"May 28, 2019 @ 16:30", 1002.08,
"May 29, 2019 @ 10:27", 1001.23,
"May 30, 2019 @ 08:02", 1001.72,
"Jun 1, 2019 @ 12:18", 1003.93,
"Jun 1, 2019 @ 16:43", 1003.93,
"Jun 2, 2019 @ 13:36", 1003.06,
"Jun 3, 2019 @ 07:29", 1006.75,
"Jun 3, 2019 @ 12:56", 1006.75,
"Jun 4, 2019 @ 14:41", 1004.62,
"Jun 4, 2019 @ 17:26", 1004.62,
"Jun 5, 2019 @ 07:30", 1003.85,
"Jun 5, 2019 @ 09:30", 1003.01,
"Jun 5, 2019 @ 09:54", 1002.94,
"Jun 5, 2019 @ 10:51", 1002.94,
"Jun 5, 2019 @ 16:47", 1001.12,
"Jun 6, 2019 @ 03:33", 999.54,
"Jun 6, 2019 @ 20:37", 995.77,
"Jun 7, 2019 @ 01:58", 994.32,
"Jun 7, 2019 @ 02:05", 994.15,
"Jun 7, 2019 @ 02:13", 994.49,
"Jun 7, 2019 @ 02:20", 994.87,
"Jun 7, 2019 @ 02:28", 994.67,
"Jun 7, 2019 @ 02:35", 994.53,
"Jun 7, 2019 @ 02:40", 994.25,
"Jun 7, 2019 @ 02:48", 994.54,
"Jun 7, 2019 @ 02:55", 994.53,
"Jun 7, 2019 @ 03:03", 994.33,
"Jun 7, 2019 @ 03:10", 994.34,
"Jun 7, 2019 @ 03:18", 993.94,
"Jun 7, 2019 @ 03:25", 994.19,
"Jun 7, 2019 @ 03:33", 994.14,
"Jun 7, 2019 @ 03:38", 994.30,
"Jun 7, 2019 @ 03:45", 994.36,
"Jun 7, 2019 @ 03:53", 994.47,
"Jun 7, 2019 @ 04:00", 993.86,
"Jun 7, 2019 @ 04:05", 993.61,
"Jun 7, 2019 @ 04:13", 993.99,
"Jun 7, 2019 @ 04:20", 994.00,
"Jun 7, 2019 @ 04:28", 993.86,
"Jun 7, 2019 @ 04:35", 994.11,
"Jun 7, 2019 @ 04:43", 994.32,
"Jun 7, 2019 @ 04:50", 994.20,
"Jun 7, 2019 @ 04:58", 994.42,
"Jun 7, 2019 @ 05:03", 994.53,
"Jun 7, 2019 @ 05:10", 994.63,
"Jun 7, 2019 @ 05:18", 994.46,
"Jun 7, 2019 @ 05:25", 994.33,
"Jun 7, 2019 @ 05:33", 994.08,
"Jun 7, 2019 @ 05:38", 994.26,
"Jun 7, 2019 @ 05:45", 994.53,
"Jun 7, 2019 @ 05:53", 994.79,
"Jun 7, 2019 @ 06:00", 994.77,
"Jun 7, 2019 @ 06:05", 994.79,
"Jun 7, 2019 @ 06:13", 994.76,
"Jun 7, 2019 @ 06:20", 994.56,
"Jun 7, 2019 @ 06:28", 994.50,
"Jun 7, 2019 @ 06:35", 994.52,
"Jun 7, 2019 @ 08:15", 994.62,
"Jun 7, 2019 @ 14:44", 995.24,
"Jun 7, 2019 @ 17:47", 995.06,
"Jun 8, 2019 @ 09:07", 996.68,
"Jun 8, 2019 @ 09:35", 996.71,
"Jun 9, 2019 @ 18:47", 1002.22,
"Jun 10, 2019 @ 05:57", 1002.22,
"Jun 10, 2019 @ 06:46", 1007.81,
"Jun 10, 2019 @ 09:48", 1007.81,
"Jun 10, 2019 @ 10:57", 1009.97,
"Jun 11, 2019 @ 11:01", 1011.19,
"Jun 11, 2019 @ 14:22", 1011.19,
"Jun 11, 2019 @ 16:07", 1008.17,
"Jun 11, 2019 @ 20:06", 1008.17,
"Jun 12, 2019 @ 13:05", 1003.12,
"Jun 12, 2019 @ 15:26", 1003.12,
"Jun 12, 2019 @ 16:33", 1002.78,
"Jun 13, 2019 @ 08:21", 1007.63,
"Jun 13, 2019 @ 20:43", 1007.63,
"Jun 14, 2019 @ 02:04", 1009.43,
"Jun 14, 2019 @ 07:45", 1009.43,
"Jun 14, 2019 @ 16:48", 1010.22,
"Jun 15, 2019 @ 13:20", 1004.30,
"Jun 15, 2019 @ 15:32", 1003.27,
"Jun 15, 2019 @ 22:08", 1001.60,
"Jun 16, 2019 @ 08:36", 1003.67,
"Jun 16, 2019 @ 13:47", 1003.67,
"Jun 16, 2019 @ 16:55", 1001.50,
"Jun 16, 2019 @ 17:48", 1000.09,
"Jun 17, 2019 @ 11:45", 1003.87,
"Jun 17, 2019 @ 17:30", 1003.87,
"Jun 18, 2019 @ 05:46", 1002.07,
"Jun 18, 2019 @ 06:50", 1002.77,
"Jun 19, 2019 @ 09:23", 999.44,
"Jun 19, 2019 @ 18:09", 999.44,
"Jun 19, 2019 @ 20:04", 994.58,
"Jun 19, 2019 @ 20:46", 994.49,
"Jun 20, 2019 @ 06:02", 994.23,
"Jun 20, 2019 @ 06:08", 997.05,
"Jun 20, 2019 @ 06:13", 997.05,
"Jun 20, 2019 @ 06:20", 997.05,
"Jun 20, 2019 @ 06:28", 997.05,
